Horizon started successfully.
[2021-03-24 09:00:52][22281] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:00:53][22274] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:00:53][22285] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:00:53][22285] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:00:53][22286] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:00:54][22290] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:00:54][22290] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:00:54][22272] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:00:54][22289] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:00:54][22289] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:00:55][22296] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:00:57][22296] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:00:57][22297] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:00:57][22297] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:00:57][22298] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:00:58][22298] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:00:58][22301] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:00:58][22301] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:00:58][22304] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:00:59][22286] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:00:59][22305] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:00:59][22305] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:00:59][22306] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:01:00][22308] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:01:01][22306] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:01:01][22309] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:01:01][22309] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:01:01][22310] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:01:02][22304] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:01:02][22311] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:01:02][22311] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:01:02][22312] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:01:02][22308] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:01:02][22313] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:01:02][22313] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:01:02][22314] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:01:03][22310] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:01:03][22315] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:01:03][22315] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:01:03][22316] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:01:03][22316] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:01:03][22312] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:01:03][22317] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:01:03][22317] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:01:03][22318] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:01:04][22318] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:01:04][22319] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:01:04][22319] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:01:04][22320] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:01:04][22314] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:01:04][22321] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:01:04][22321] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:01:04][22322] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:01:05][22320] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:01:05][22323] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:01:05][22323] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:01:05][22324] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:01:06][22322] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:01:06][22325] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:01:06][22325] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:01:06][22326] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:01:07][22328] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:01:07][22328] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:01:07][22324] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:01:07][22330] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:01:07][22326] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:01:07][22327] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:01:07][22327] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:01:07][22329] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:01:08][22330] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:01:08][22333] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:01:08][22333] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:01:08][22334] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:01:08][22329] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:01:08][22331] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:01:08][22331] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:01:08][22332] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:01:09][22334] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:01:09][22332] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:01:09][22339] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:01:09][22339] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:01:09][22340] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:01:10][22340] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:01:10][22343] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:01:10][22343] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:01:10][22344] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:01:11][22344] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:01:11][22347] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:01:11][22347] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:01:11][22348] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:01:12][22348] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:01:12][22349] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:01:12][22349] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:01:12][22351] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:01:13][22354] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:01:13][22353] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:01:13][22353] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:01:14][22354] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:01:14][22355] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:01:14][22355] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:01:14][22356] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:01:15][22356] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:01:15][22359] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:01:15][22359] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:01:15][22360] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:01:15][22357] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:01:15][22357] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:01:15][22351] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:01:15][22358] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:01:16][22360] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:01:16][22362] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:01:16][22362] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:01:16][22365] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:01:16][22365] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:01:16][22366] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:01:16][22361] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:01:16][22361] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:01:16][22358] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:01:16][22363] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:01:16][22363] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:01:16][22364] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:01:18][22366] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:01:18][22369] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:01:18][22369] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:01:18][22370] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:01:19][22370] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:01:19][22371] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:01:19][22371] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:01:19][22372] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:01:18][22364] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:01:18][22367] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:01:18][22367] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:01:19][22372] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:01:19][22376] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:01:20][22376] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:01:20][22377] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:01:20][22377] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:01:20][22378] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:01:21][22378] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:01:21][22379] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:01:21][22379] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:01:21][22380] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:01:22][22380] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:01:22][22383] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:01:22][22383] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:01:25][22395] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:01:25][22395] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:01:30][22410] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:01:31][22410] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:01:36][22424] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:01:38][22424] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:01:38][22425] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:01:38][22425] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:01:40][22431] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:01:40][22431] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:01:46][22445] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:01:46][22445] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:01:46][22446] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:01:47][22446] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:07][22500] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:07][22500] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:07][22502] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:07][22501] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:07][22501] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:08][22502] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:08][22503] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:08][22503] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:08][22504] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:09][22504] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:09][22505] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:09][22505] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:09][22506] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:10][22506] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:10][22507] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:10][22507] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:10][22508] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:10][22508] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:10][22509] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:10][22509] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:22][22538] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:23][22538] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:23][22539] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:23][22539] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:23][22540] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:24][22540] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:24][22541] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:24][22541] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:24][22542] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:24][22542] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:24][22543] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:24][22543] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:24][22544] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:25][22544] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:25][22545] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:25][22545] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:25][22546] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:28][22546] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:28][22548] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:28][22548] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:28][22549] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:28][22549] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:28][22550] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:29][22550] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:29][22551] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:29][22551] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:29][22552] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:30][22552] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:30][22555] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:30][22555] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:30][22556] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:31][22556] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:31][22558] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:32][22558] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:32][22559] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:33][22559] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:33][22560] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:33][22560] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:33][22561] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:33][22561] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:33][22562] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:34][22562] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:34][22563] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:34][22563] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:34][22564] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:35][22564] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:35][22565] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:35][22565] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:35][22566] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:35][22566] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:35][22567] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:35][22567] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:35][22568] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:36][22568] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:36][22569] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:36][22569] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:36][22570] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:37][22570] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:39][22578] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:40][22578] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:40][22579] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:40][22579] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:40][22580] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:40][22580] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:40][22581] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:40][22581] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:40][22582] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:42][22582] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:42][22583] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:42][22583] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:42][22584] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:42][22584] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:44][22589] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:44][22589] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:44][22590] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:45][22590] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:45][22591] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:45][22591] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:45][22592] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:46][22592] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:46][22593] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:46][22593] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:46][22594] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:46][22594] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:46][22595] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:46][22595] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:46][22596] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:47][22596] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:47][22597] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:47][22597] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:48][22602] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:49][22602] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:49][22603] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:49][22603] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:49][22604] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:50][22604] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:50][22605] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:50][22605] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:50][22606] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:51][22606] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:51][22607] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:51][22607] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:51][22608] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:51][22608] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:51][22609] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:51][22609] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:51][22610] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:52][22610] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:52][22611] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:52][22611] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:52][22612] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:52][22612] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:52][22613] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:53][22613] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:53][22614] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:54][22614] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:54][22615] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:54][22615] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:54][22616] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:55][22619] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:55][22619] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:55][22620] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:54][22616] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:54][22617] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:54][22617] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:54][22618] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:55][22618] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:56][22620] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:56][22621] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:56][22621] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:56][22622] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:56][22622] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:56][22623] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:56][22623] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:56][22624] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:57][22624] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:57][22625] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:57][22625] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:57][22626] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:58][22626] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:58][22627] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:58][22627] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:58][22628] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:59][22628] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:59][22629] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:59][22629] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:59][22630] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:59][22630] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 09:02:59][22631] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 09:02:59][22631] Processed:  App\Jobs\SwSyncSourceImageTempJob
